reviewText,overall,sentiment,word_len,char_len
"Stick with the 32GB model. First one got SMOKING hot about 1 minute after use, but it seemed to function. Then I installed it in my Samsung Galaxy Note II and it got hot in the phone. After a day it just quite all together, luckily I still had my 32GB and a backup of my data. Did an RMA and got a new one, which didn't get hot but died after less than a month of use. I'll wait until Lexar's 64GB comes down in price a bit and then try that one...but not this SanDisk one! Their 32GB seem to be ok though.",1.0,Negative,105,506
"Spent over $50 and the thing came fast and didn't work.  Neither my computer nor my phone could read it or format it.  I have had plenty of memory cards, so I know to unmount it with software.  Odds are yours will be fine, mine sucked,",1.0,Negative,46,235
"I wanted a 64GB card for my Samsung Galaxy Note II.  I've learned my lesson about buying from that well-known auction site we all know, and getting fake cards there.  I've always had good experiences buying memory cards from Amazon, and always got genuine stuff.  This card was recognized by my phone right away, mounted, and formatted perfectly.  I have a ton of music on it, and some videos, and still have about 12 GB free.  I feel like I got my money's worth!",5.0,Positive,84,463
"I love SanDisk, and I have used quite a few of their products, including an mp3 player, a couple of USB keys and even a micro SD card (class 4). I have never had any problems. After installing this card, however, I have seen it unmounting itself randomly to be detected again and automatically being mounted by my Galaxy S4 device. This happens several times a day, including when I am in the middle of watching a movie on the phone (this is the first week that I have had the card). This is unacceptable. Normally, I would have just asked for a replacement, but after doing some research online, I have found out that this seems to be a recurrent problem on many phone models and doesn't seem to be just ""a dud"", but a production issue. I have returned the card, and I am going to go with another brand instead.",1.0,Negative,153,812
"If you can get this sd card on special or discount, please grab it up!!  I currently have this in my Surface RT and this has become an instant (fast) 64g of storage.  SanDisk makes very reliable products.  I would highly recommend.",5.0,Positive,42,231
"I have this in my Galaxy S 3 and it works great, I've had no problems with it. Highly recommend.",4.0,Positive,20,96
"Fast, reliable, good brand name and customer service, top of line product. One thing to note is if you don't have a high end device then you don't need a class 10, a class 4 or 6 will yield you the same results. So keep that in mind.",5.0,Positive,48,233
"I would not recommend this card if your looking for REAL class 10 write speeds. The most I could get is 9mb/s from this card but for the most part it was about 7-8mb/s. I even did a slow format to exfat in windows 7 with no improvements. I copied over music, pics and movies to test it out ranging from a couple of mb to over a gb. The read speeds were pretty good at around 21mb/s though. I popped in a 32gb class 10 transcend SD card and it consistently got 16-18mb/s write speeds and 24mb/s read speeds. So in conclusion I think this card is not really a class 10. Too bad I read all the negative 1 star reviews after the fact but I will be sending this one back.",1.0,Negative,134,666
"I bought this card and it worked OK, at first. After about three weeks I noticed that some images were not showing up, a week later it began to loose everything. My Note 2 was failing to recognize it, inserted into the adapter and my comp could see it but not read all the files. Multiple formats by either the comp or Note 2 did not fix the problem, even tried some tools that I used for my DSLR, still no-go.This could just be a batch problem as the card looks legit and was fast in the beginning.",1.0,Negative,98,499
I have always used SanDisk products but this was a disappointment. It totally failed in my Galaxy S3 after about 8 months. I will order another brand but no more SanDisk for me!,2.0,Negative,33,177
"fast transfer rates, I downloaded about 2GB of videos form the card to my laptop through a card reader, all in about a minute",5.0,Positive,24,125
"awesome product. it was worth if of buying. it's cheap and have a lot of memory, not to mention the fast processing.",5.0,Positive,22,116
"Read the reviews and settled on this card to use in my cell phone.  So far so good.  No problems whatsoever.  Have tons of space to store all my mp3s, photos and videos.  Great read/access speed due to being HC-1 class.  Excellent price as I got this shortly after Black Friday sale.",5.0,Positive,52,283
"I picked this SD card to add some more memory to my phone. This works great and transfers data quickly. If you are in the market for a new SD card, I highly advise you to buy this one.",5.0,Positive,39,184
Piece of crap died two months after I bought itI am sure that makes it on me to buy anotherGREAT!,1.0,Negative,20,97
"These are genuine Sandisk memory cards, but from a defective batch.  I lost all of my photos and videos taken on my phone over the last two years because the card had a catastrophic failure.  SanDisk reps informed me the batch was bad and they were aware of the problem.",1.0,Negative,50,270
